0	-0.6687	-35.7535	-11.8458
1	-0.6764	-44.8957	-14.5292
2	-0.6494	-57.8765	-20.2932
3	-0.6648	-38.3088	-12.8419
4	-0.5858	-38.2186	-15.8297
5	-0.6661	-40.2706	-13.4475
6	-0.6883	-44.4554	-13.8582
7	-0.7087	-40.7665	-11.8748
8	-0.6946	-42.9034	-13.1032
9	-0.6802	-37.4930	-11.9910
10	-0.6547	-40.4101	-13.9552
11	-0.6409	-37.1038	-13.3234
12	-0.6683	-39.9794	-13.2622
13	-0.7207	-48.3062	-13.4935
14	-0.7850	-45.8544	-9.8600
15	-0.6922	-36.6336	-11.2768
16	-0.5729	-39.2642	-16.7696
17	-0.6761	-67.2200	-21.7718
18	-0.6173	-40.3501	-15.4426
19	-0.7739	-45.1284	-10.2016
20	-0.6543	-37.6874	-13.0299
21	-0.6317	-39.5356	-14.5592
22	-0.6664	-38.2859	-12.7737
23	-0.7161	-46.7961	-13.2877
24	-0.7971	-39.4188	-8.0000
25	-0.7397	-48.1900	-12.5461
26	-0.7855	-34.9353	-7.4945
27	-0.7044	-34.4288	-10.1760
28	-0.6077	-40.8015	-16.0065
29	-0.6836	-40.2762	-12.7425
30	-0.7197	-42.1301	-11.8086
31	-0.6963	-41.0210	-12.4595
32	-0.7068	-38.9241	-11.4110
33	-0.7098	-47.2620	-13.7171
34	-0.6235	-39.4445	-14.8507
35	-0.7820	-52.6074	-11.4679
36	-0.7543	-32.6644	-8.0270
37	-0.7596	-43.6573	-10.4932
38	-0.7013	-37.0443	-11.0637
39	-0.7033	-40.9165	-12.1412
40	-0.7470	-46.1925	-11.6864
41	-0.5767	-39.2566	-16.6172
42	-0.6681	-43.7798	-14.5324
43	-0.6453	-38.1821	-13.5447
44	-0.5995	-34.2222	-13.7076
45	-0.6853	-40.4019	-12.7145
46	-0.6695	-39.9134	-13.1903
47	-0.5975	-37.5074	-15.0956
48	-0.7052	-45.9461	-13.5461
49	-0.6922	-43.2611	-13.3139
50	-0.6774	-34.5632	-11.1510
51	-0.6824	-42.7298	-13.5728
52	-0.6321	-38.2315	-14.0668
53	-0.7195	-42.0798	-11.8015
54	-0.7305	-47.0154	-12.6702
55	-0.6165	-36.1151	-13.8494
56	-0.7003	-44.5262	-13.3429
57	-0.6599	-42.3663	-14.4093
58	-0.7214	-33.9375	-9.4541
59	-0.6574	-39.3986	-13.4979
60	-0.7008	-42.4695	-12.7071
61	-0.6125	-63.3555	-24.5485
63	-0.5794	-56.4241	-23.7304
64	-0.5813	-37.4925	-15.6966
65	-0.7069	-42.5106	-12.4586
66	-0.7419	-48.9469	-12.6328
67	-0.6997	-41.2605	-12.3897
68	-0.6481	-37.6602	-13.2515
69	-0.6931	-41.8303	-12.8369
70	-0.5682	-53.1268	-22.9387
71	-0.6853	-41.7711	-13.1439
72	-0.6095	-39.4051	-15.3881
73	-0.6725	-33.9008	-11.1014
74	-0.6700	-36.5393	-12.0566
75	-0.6854	-38.2114	-12.0217
76	-0.7295	-48.9525	-13.2411
77	-0.6795	-41.2829	-13.2301
78	-0.6624	-36.6166	-12.3614
79	-0.6527	-33.4633	-11.6204
80	-0.5905	-38.0931	-15.5993
81	-0.5977	-40.2505	-16.1940
82	-0.6511	-39.4370	-13.7589
83	-0.6831	-41.9928	-13.3094
84	-0.6773	-43.1381	-13.9192
85	-0.7243	-45.3838	-12.5125
86	-0.7416	-46.3267	-11.9691
87	-0.7124	-66.0967	-19.0102
88	-0.6655	-64.9834	-21.7397
89	-0.6837	-34.1787	-10.8117
90	-0.6518	-36.9114	-12.8541
91	-0.7164	-44.4728	-12.6131
92	-0.7320	-45.0236	-12.0655
94	-0.7609	-47.5538	-11.3691
95	-0.6873	-43.2203	-13.5165
96	-0.6553	-43.6883	-15.0595
97	-0.7267	-43.1882	-11.8041
98	-0.7479	-52.8997	-13.3365
99	-0.6387	-40.6575	-14.6883
