0	0.1064	-33.3125	-29.7656
1	-0.1459	-29.0156	-33.2500
2	0.1052	-36.8438	-32.9688
3	-0.0831	-30.2656	-32.7812
4	0.1123	-33.5312	-29.7656
5	-0.1803	-22.8750	-27.0000
6	0.1620	-40.1250	-33.6250
7	0.0780	-22.0312	-20.3125
8	-0.1543	-25.5156	-29.4531
9	0.3340	-56.4375	-37.5938
10	0.0450	-34.7500	-33.1875
11	0.0518	-25.9688	-24.6250
12	0.0026	-30.5469	-30.4688
13	0.0427	-26.3594	-25.2344
14	0.0571	-37.2188	-35.0938
15	-0.0417	-38.9375	-40.5625
16	-0.0154	-31.4844	-31.9688
17	0.0313	-29.4062	-28.4844
18	-0.0861	-34.5000	-37.4688
19	0.0958	-36.1875	-32.7188
20	0.0482	-27.2188	-25.9062
21	0.0040	-23.6562	-23.5625
22	0.0466	-30.5156	-29.0938
23	0.2283	-9.0547	-6.9883
24	-0.0109	-24.4062	-24.6719
25	0.2959	-37.9062	-26.6875
26	0.0977	-32.0000	-28.8750
27	-0.0595	-30.7344	-32.5625
28	-0.0110	-29.8750	-30.2031
29	0.0367	-46.7812	-45.0625
30	-0.1217	-22.5938	-25.3438
31	0.1428	-33.4688	-28.6875
32	-0.2590	-25.9375	-32.6562
33	-0.0660	-44.5000	-47.4375
34	-0.1924	-28.5156	-34.0000
35	-0.0362	-25.8906	-26.8281
36	-0.0759	-28.4219	-30.5781
37	-0.5493	-24.3281	-37.6875
38	-0.0388	-29.0000	-30.1250
39	-0.0938	-31.6562	-34.6250
40	0.0460	-32.6250	-31.1250
41	-0.0318	-27.5156	-28.3906
42	-0.0527	-29.6562	-31.2188
43	0.0646	-31.9375	-29.8750
44	-0.0174	-27.7969	-28.2812
45	0.0222	-26.6875	-26.0938
46	0.0132	-33.0625	-32.6250
47	-0.1729	-30.9062	-36.2500
48	-0.0493	-27.2500	-28.5938
49	0.0614	-36.1250	-33.9062
