0	0.2062	-27.0625	-21.4844
1	-0.6108	-29.6406	-47.7500
2	-0.0749	-35.8750	-38.5625
3	-0.0619	-30.8125	-32.7188
4	-0.2864	-42.3438	-54.4688
5	-0.1462	-35.6875	-40.9062
6	0.0600	-39.0625	-36.7188
7	-0.1068	-32.5000	-35.9688
8	-0.0856	-14.8828	-16.1562
9	0.1578	-30.6875	-25.8438
10	0.2085	-39.1250	-30.9688
11	0.0186	-38.7500	-38.0312
12	-0.0214	-25.5312	-26.0781
13	0.1052	-29.7188	-26.5938
14	0.0473	-26.0938	-24.8594
15	0.0074	-42.1875	-41.8750
16	-0.0690	-39.4062	-42.1250
17	-0.4124	-15.6875	-22.1562
18	0.2849	-29.6250	-21.1875
19	0.0678	-31.3281	-29.2031
20	-0.2576	-33.9688	-42.7188
21	0.0587	-41.5000	-39.0625
22	0.1418	-22.5781	-19.3750
23	0.0555	-25.3438	-23.9375
24	-0.1578	-33.0625	-38.2812
25	-0.1586	-18.4219	-21.3438
26	-0.1731	-23.5625	-27.6406
27	-0.4983	-30.5156	-45.7188
28	0.0160	-18.5312	-18.2344
29	0.2349	-31.0000	-23.7188
30	-0.0205	-22.1250	-22.5781
31	-0.1365	-29.4219	-33.4375
32	-0.0528	-20.7188	-21.8125
33	-0.2384	-41.1562	-50.9688
34	-0.3271	-25.6406	-34.0312
35	0.1135	-21.6094	-19.1562
36	-0.0543	-30.2344	-31.8750
37	0.0238	-27.5938	-26.9375
38	0.0311	-45.2500	-43.8438
39	0.1229	-23.0156	-20.1875
40	0.0948	-38.5625	-34.9062
41	-0.5317	-33.3125	-51.0312
42	-0.0370	-34.6562	-35.9375
43	0.0291	-44.0625	-42.7812
44	0.1942	-44.9062	-36.1875
45	-0.3269	-38.4375	-51.0000
46	0.1159	-25.4844	-22.5312
47	-0.2163	-35.5312	-43.2188
48	-0.0285	-22.5000	-23.1406
49	0.3411	-23.9062	-15.7500
